"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"895","Aydar Suniev","CGY","L","1","12.766666666667","12.766666666667","-3.32","45.28","-18.89","-14.26","50.01","-29.69","-18.93","23.42","-32.97","4.68","0","0.00","1.06","0.95","-0.87","-0.08","14.03","-13.89","6.24","1.52","11.54","3.13","0","0.00","-8.43","16.68","-38.10","4.17","0","0.00","-9.2","33.8","-20.10","-2.27","0","-100.00","50.00","100.00","1.500","0","4.7","4.7","65.8","0.00","4.7","32.9","4.7","50.00"
"123","Travis Boyd","MIN","C","3","21.933333333333","7.3111111111111","-27.21","41.83","-24.54","-25.22","19.1","-28.03","-11.74","4.78","-18.13","-1.31","-1.75","-","-0.81","1.05","-17.92","-9.88","5.76","-15.30","-4.17","-1.33","-10.67","-0.44","-1.31","-","-7.61","9.45","-17.95","-1.17","-0.58","-66.67","-23.92","54.78","-30.07","0","0","-","0.00","100.00","1.000","2.74","10.94","8.21","57.45","25.00","2.74","13.68","21.88","11.11"
"902","Ty Mueller","VAN","C","2","20.583333333333","10.291666666667","-12.48","39.2","-20.85","-16.41","19.99","-22.34","-7.42","19.52","-24.50","-2.13","-2.13","-","-1.08","0.78","-20.38","-13.02","13.06","-23.55","-2.61","-1.19","-3.33","-1.42","-1.42","-","-13.88","19","-33.17","-0.95","-0.95","-50.00","-2.3","40.95","-19.69","0","0","-","0.00","100.00","1.000","5.83","8.74","11.66","52.47","33.33","11.66","17.49","20.4","36.36"
"909","Jacob Quillan","TOR","C","1","5.35","5.35","-49.01","38.55","-41.91","-52.07","53.08","-67.19","-33.91","52.76","-70.00","-1.21","-1.21","-","-3.42","5.5","-72.43","-30.27","40.33","-65.79","-15.74","40.02","-76.47","-1.21","-1.21","-","-19.37","0.42","-57.14","0","0","-","-46.77","-9.58","-26.67","0","0","-","-","100.00","1.00","0","11.21","0","67.29","-","0","22.43","0","-"
"836","Devin Kaplan","PHI","R","1","12.2","12.2","-7.62","37.3","-14.86","-5.34","19.91","-12.46","-5.89","9.52","-12.82","-4.26","0.66","-50.00","-0.58","0.3","-7.63","-9.39","13.78","-21.30","-1.52","3.39","-10.00","-2.84","2.08","-50.00","-10.48","13.85","-30.70","0","-1.89","0.00","-7.71","7.45","-6.28","-2.05","0","-100.00","0.00","87.50","0.875","0","19.67","9.84","49.18","0.00","4.92","19.67","14.75","25.00"
"582","Jan Jenik","OTT","C","2","15.383333333333","7.6916666666667","-25.29","33.95","-22.46","-30.14","32.27","-33.33","-16.22","31.91","-31.06","-1.33","1.25","-33.33","-1.86","1.63","-37.83","-15.48","-7.68","-12.50","-9.94","9.56","-50.00","0","2.57","0.00","-7.38","-22.98","50.00","-0.88","-0.88","-50.00","-35.98","54.27","-32.34","-0.96","-0.96","-50.00","0.00","93.75","0.938","0","11.7","0","74.11","-","0","19.5","11.7","0.00"
"763","Josh Dunne","BUF","C","2","14.183333333333","7.0916666666667","-19.95","32.58","-21.84","-16.81","28.84","-24.79","-19.67","23.3","-36.32","-4.69","10.01","-63.64","-1.76","2.34","-32.00","-23.9","13.29","-43.16","-10.05","10.65","-40.54","-1.34","11.35","-50.00","-18.47","3.53","-39.29","-3.57","0","-100.00","17.93","29.13","0.00","-0.97","-1.93","-33.33","0.00","75.00","0.750","12.69","8.46","8.46","76.15","60.00","16.92","16.92","21.15","44.44"
"886","Dalibor Dvorsky","STL","C, R","2","17.6","8.8","-12.4","31.21","-17.90","-11.68","28.52","-21.68","-8.93","9.48","-19.25","-3.42","-2.74","-","-1.53","4.7","-35.82","-10.29","28.56","-28.33","-6.15","28.6","-33.33","-0.68","-2.74","-","-5.51","-0.05","-8.36","-2.74","0","-100.00","-5.02","-9.02","0.67","-0.99","0","-100.00","0.00","100.00","1.000","10.23","13.64","0","57.95","100.00","13.64","13.64","10.23","57.14"
"865","Owen Sillinger","CBJ","C","1","11.65","11.65","-27.78","27.97","-22.54","-23.21","12.73","-24.07","-14.29","9.97","-21.51","-8.92","-2.97","-","-2.31","-0.14","-36.45","-18.64","13.06","-42.86","-7.43","-3.77","-45.45","-2.97","0","-","-14.94","22.44","-48.04","-3.97","-3.97","-50.00","-7.91","9.8","-6.80","-2.15","0","-100.00","0.00","100.00","1.000","5.15","0","5.15","61.8","50.00","15.45","0","10.3","60.00"
"401","Andrew Poturalski","S.J","C","3","40.133333333333","13.377777777778","-19.54","23.24","-16.58","-13.34","7.71","-12.50","-3.59","-7.68","5.25","-0.67","-2.3","13.64","0.16","0.79","-5.78","-8.88","18.28","-19.89","1.8","10.63","-14.70","-1.63","0.41","-60.00","-14.25","10.2","-26.09","1.27","-1.45","66.67","-3.41","14.65","-8.08","0","-2.35","0.00","5.26","92.31","0.976","5.98","13.46","8.97","37.38","40.00","22.43","16.45","23.92","48.39"
"134","Joseph LaBate","CBJ","C","6","54.633333333333","9.1055555555556","-28.57","21.76","-21.67","-23.5","9.78","-21.20","-10.99","8.01","-17.15","-0.77","-0.43","-0.71","-2.63","-0.32","-20.94","-15.29","5.01","-19.87","-9.41","-4.87","-8.26","-0.43","-0.1","-2.08","-7.84","13.17","-21.62","0.19","-0.64","33.33","-23.39","17.09","-22.47","-0.69","0.55","-40.00","20.00","94.44","1.144","5.49","13.18","12.08","59.3","31.25","6.59","18.67","23.06","22.22"
"570","Liam Foudy","NYI","C","2","14.9","7.45","-37.03","20.47","-29.96","-28.4","18.97","-33.61","-20.46","9.96","-36.16","-2.09","1.94","-50.00","-1.66","2.27","-39.32","-20.46","1.91","-31.16","-2.93","1.65","-15.00","-0.7","3.33","-50.00","-23.37","0.35","-39.58","-1.85","-1.85","-50.00","-25.16","9.37","-20.88","0","0","-","0.00","87.50","0.875","16.11","20.13","4.03","52.35","80.00","16.11","20.13","8.05","66.67"
"119","Michael Sgarbossa","WSH","C","3","27.933333333333","9.3111111111111","-22.84","20","-18.47","-23.61","5.83","-16.30","-10.4","4.66","-13.72","-0.18","0.11","-1.47","-2.93","-0.4","-12.00","-5.49","-0.65","-2.67","-8.62","0.44","-14.81","3.9","0.62","12.50","4.18","-1.45","5.97","-2.72","0","-100.00","-13.24","5.32","-9.62","-2.21","-0.74","-75.00","25.00","90.00","1.150","15.04","15.04","4.3","45.11","77.78","17.18","15.04","8.59","66.67"
"168","Brendan Gaunce","MIN","C","12","110.63333333333","9.2194444444444","-8.62","19.32","-11.29","-4.42","13.62","-10.12","-4","8.61","-11.42","-1.61","0.8","-36.27","-0.45","0.43","-9.11","-3.84","6.91","-10.56","0.5","4.12","-7.55","-0.29","0.61","-30.30","-5.79","3.72","-13.42","-1.11","0.17","-46.67","-8.44","23.27","-13.50","-0.17","0.09","-20.00","2.63","92.06","0.947","5.42","14.1","6.51","45.01","45.45","10.85","18.44","20.61","34.48"
