"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"630","Michael Paliotta","CBJ","D","1","7.5333333333333","7.5333333333333","-6.69","80.32","-26.35","0.07","79.11","-28.79","9.77","35.14","-15.36","6.49","6.49","0.00","2.96","11.29","-26.76","-5.55","61.11","-31.20","7.09","56.35","-34.55","7.96","7.96","-","-16.87","6.34","-26.85","-1.96","-1.96","-50.00","2.61","36.25","-22.50","0","0","-","25.00","85.71","1.107","23.89","15.93","0","55.75","100.00","47.79","15.93","0","100.00"
"287","John McCarthy","S.J","C","1","7.0833333333333","7.0833333333333","-41.36","65.59","-43.84","-36.19","34.16","-51.85","-25.85","12.62","-46.51","-6.46","-1.29","-","-3.87","0.23","-60.06","-25.85","4.15","-46.51","-16.8","4.01","-56.52","-5.17","-1.29","-","-12.06","0.18","-35.00","0","0","-","-20.54","63.24","-47.83","-1.87","0","-100.00","-","100.00","1.00","8.47","8.47","8.47","76.24","50.00","16.94","8.47","16.94","50.00"
"763","Christoph Bertschy","MIN","C","3","20.833333333333","6.9444444444444","-19.82","52.12","-25.90","-11.48","29.2","-20.16","-6.82","4.22","-10.94","-2.08","-1.25","-","-1.1","1.93","-30.99","-13.36","13.37","-33.14","-5.82","8.14","-38.89","-0.83","-0.83","-","-10.05","6.97","-27.46","-1.11","-0.55","-66.67","-4.49","49.5","-20.31","-0.6","0","-100.00","0.00","100.00","1.000","8.64","11.52","8.64","63.36","50.00","8.64","17.28","11.52","42.86"
"613","Josh Archibald","PIT","R","1","5.0333333333333","5.0333333333333","-62.8","44.75","-53.38","-45.37","28.91","-59.65","-32.02","34.25","-55.81","-2.67","-5.34","-","-2.73","-0.78","-63.06","-25.44","-20.01","34.88","-14.68","-9.34","-","-2.67","-4","-","-14.35","-14.23","32.00","0","-1.78","0.00","-48.18","64.89","-69.44","0","0","-","-","100.00","1.00","11.92","23.84","11.92","47.68","50.00","11.92","23.84","11.92","50.00"
"867","Brett Lernout","MTL","D","1","6.5","6.5","-9.12","33.3","-17.28","-0.41","21.06","-9.79","8.3","11.31","-0.65","-3.73","-3.73","-","0.43","-0.33","7.99","-2.69","1.56","-4.74","3.01","-0.72","11.54","-1.24","-2.49","-","-7.6","3.05","-14.67","-3.32","-1.66","-66.67","-3.89","49.44","-25.00","0","0","-","0.00","100.00","1.000","9.23","9.23","9.23","46.15","50.00","9.23","9.23","18.46","33.33"
"575","John Ramage","CBJ","D","1","13.8","13.8","-38.88","32.92","-36.66","-31.94","14.14","-39.29","-18.61","22.47","-40.52","0","7.03","0.00","-2.14","1.24","-38.83","-19.26","3.41","-22.22","-10.65","-1.3","-26.67","0","2.68","0.00","-11.48","6.29","-22.22","0","5.8","0.00","-21.13","39.68","-48.48","0","0","-","0.00","77.78","0.778","17.39","8.7","8.7","39.13","66.67","21.74","26.09","13.04","62.50"
"70","Tim Jackman","ANA","R","2","11.466666666667","5.7333333333333","-9.28","30.44","-15.56","8.23","12.76","-2.18","15.01","8.36","4.62","-1.41","8.35","-40.00","0.78","0.77","2.25","0.02","18.83","-12.34","7.22","7.51","4.15","-1.41","3.82","-50.00","-9.6","15.1","-25.78","0","6.03","0.00","-23.86","13.3","-24.39","0","0","-","0.00","71.43","0.714","0","15.7","10.47","68.02","0.00","5.23","15.7","52.33","9.09"
"97","Matt Greene","L.A","D","3","29.566666666667","9.8555555555556","-19.73","27.53","-23.03","-12.19","15.35","-16.97","-3.2","16.52","-16.99","-0.58","-3.19","-10.00","-1.13","-0.05","-14.26","-9.58","14.78","-26.50","-2.9","-2.03","-0.43","-0.58","-1.74","-","-8.9","22.42","-39.64","0","-1.55","0.00","-6.3","12.14","-13.10","0","0.42","0.00","0.00","94.74","0.947","12.18","14.21","12.18","60.88","50.00","18.26","14.21","20.29","47.37"
"797","Ryan Hartman","CHI","L","3","27.716666666667","9.2388888888889","8.94","26.67","-6.54","10.16","15.35","-2.52","7.94","20.91","-8.73","-0.85","0.45","-10.42","0.62","1.52","-7.04","9.65","20.47","-6.76","0.48","4.81","-8.33","-1.72","-2.59","-","12.22","20.88","-6.00","2.31","1.16","25.00","8.32","4.54","1.64","-1.24","3.13","-100.00","5.56","90.91","0.965","21.65","19.48","2.16","49.79","90.91","36.8","25.98","10.82","77.27"
"593","Ben Street","COL","C","7","51.416666666667","7.3452380952381","-2.81","24.97","-10.59","-3.79","14.43","-9.94","0.31","11.32","-8.44","-0.73","2.07","-28.18","-0.14","-0.03","-1.03","-2.91","9.28","-12.27","-0.42","1.57","-5.83","0.7","2.13","-38.89","-3.33","10.29","-15.64","-1.09","0.74","-57.14","-7.63","17.03","-14.37","-0.89","-0.89","-50.00","6.90","90.91","0.978","5.83","24.51","10.5","60.68","35.71","10.5","26.84","22.17","32.14"
