"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"123","Travis Boyd","MIN","C","3","21.933333333333","7.3111111111111","32.83","106.69","23.53","16.41","62.92","20.69","13.68","32.83","29.41","0","0","-","1.37","3.74","26.88","16.41","35.56","31.58","5.47","10.94","33.33","0","0","-","14.59","32.83","30.77","0","0","-","19.76","106.69","15.63","0","0","-","0.00","100.00","1.000","2.74","10.94","8.21","57.45","25.00","2.74","13.68","21.88","11.11"
"836","Devin Kaplan","PHI","R","1","12.2","12.2","49.18","98.36","33.33","34.43","63.93","35.00","19.67","39.34","33.33","0","4.92","0.00","1.87","4.37","29.92","14.75","39.34","27.27","9.84","14.75","40.00","0","4.92","0.00","6.56","32.79","16.67","0","0","-","49.73","71.04","41.18","0","0","-","0.00","87.50","0.875","0","19.67","9.84","49.18","0.00","4.92","19.67","14.75","25.00"
"865","Owen Sillinger","CBJ","C","1","11.65","11.65","25.75","97.85","20.83","15.45","61.8","20.00","15.45","41.2","27.27","0","0","-","0.45","2.33","16.28","5.15","30.9","14.29","0","5.15","0.00","0","0","-","6.87","34.33","16.67","0","0","-","37.2","89.27","29.41","0","0","-","0.00","100.00","1.000","5.15","0","5.15","61.8","50.00","15.45","0","10.3","60.00"
"469","Alex Barré-Boulet","MTL","C","2","14.216666666667","7.1083333333333","63.31","97.07","39.47","33.76","71.75","32.00","16.88","59.09","22.22","0","8.44","0.00","2.12","4.66","31.28","37.98","54.87","40.91","12.66","16.88","42.86","0","4.22","0.00","33.76","50.64","40.00","0","5.63","0.00","36.58","48.77","42.86","0","0","-","0.00","85.71","0.857","8.44","8.44","8.44","63.31","50.00","8.44","21.1","8.44","50.00"
"582","Jan Jenik","OTT","C","2","15.383333333333","7.6916666666667","39","93.61","29.41","15.6","78.01","16.67","15.6","62.41","20.00","0","3.9","0.00","0.38","4.26","8.17","11.7","19.5","37.50","0","19.5","0.00","0","3.9","0.00","15.6","0","100.00","0","0","-","28.17","112.68","20.00","0","0","-","0.00","93.75","0.938","0","11.7","0","74.11","-","0","19.5","11.7","0.00"
"795","James Malatesta","CBJ","L","2","21.016666666667","10.508333333333","34.26","91.36","27.27","19.98","71.37","21.88","17.13","39.97","30.00","2.85","5.71","33.33","0.65","3.8","14.69","11.42","39.97","22.22","2.85","8.56","25.00","2.85","2.85","50.00","11.42","41.87","21.43","0","3.81","0.00","24.74","74.23","25.00","0","0","-","16.67","85.71","1.024","2.85","11.42","5.71","42.82","33.33","5.71","17.13","17.13","25.00"
"895","Aydar Suniev","CGY","L","1","12.766666666667","12.766666666667","51.7","89.3","36.67","32.9","84.6","28.00","18.8","47","28.57","9.4","0","100.00","3.62","3.01","54.63","23.5","32.9","41.67","14.1","14.1","50.00","4.7","0","100.00","12.53","25.07","33.33","6.27","0","100.00","33.94","74.67","31.25","0","0","-","50.00","100.00","1.500","0","4.7","4.7","65.8","0.00","4.7","32.9","4.7","50.00"
"763","Josh Dunne","BUF","C","2","14.183333333333","7.0916666666667","29.61","88.84","25.00","25.38","67.69","27.27","8.46","50.76","14.29","0","12.69","0.00","0.79","5.51","12.51","4.23","38.07","10.00","0","25.38","0.00","0","12.69","0.00","5.64","16.92","25.00","0","0","-","48.88","79.44","38.10","0","0","-","0.00","75.00","0.750","12.69","8.46","8.46","76.15","60.00","16.92","16.92","21.15","44.44"
"902","Ty Mueller","VAN","C","2","20.583333333333","10.291666666667","37.89","87.45","30.23","23.32","58.3","28.57","14.57","40.81","26.32","0","0","-","1.46","3.07","32.18","17.49","37.89","31.58","8.74","8.74","50.00","0","0","-","11.66","38.87","23.08","0","0","-","29.47","75.79","28.00","0","0","-","0.00","100.00","1.000","5.83","8.74","11.66","52.47","33.33","11.66","17.49","20.4","36.36"
"886","Dalibor Dvorsky","STL","C, R","2","17.6","8.8","30.68","85.23","26.47","20.45","68.18","23.08","13.64","34.09","28.57","0","0","-","0.63","7.5","7.72","10.23","54.55","15.79","0","40.91","0.00","0","0","-","13.64","18.18","42.86","0","0","-","29.55","44.32","40.00","0","0","-","0.00","100.00","1.000","10.23","13.64","0","57.95","100.00","13.64","13.64","10.23","57.14"
"134","Joseph LaBate","CBJ","C","6","54.633333333333","9.1055555555556","31.85","84.56","27.36","23.06","54.91","29.58","16.47","39.54","29.41","3.29","2.2","60.00","1.64","3.08","34.78","16.47","32.95","33.33","6.59","6.59","50.00","2.2","1.1","66.67","13.18","35.14","27.27","1.46","0","100.00","19.04","72.97","20.69","0","1.59","0.00","20.00","94.44","1.144","5.49","13.18","12.08","59.3","31.25","6.59","18.67","23.06","22.22"
"401","Andrew Poturalski","S.J","C","3","40.133333333333","13.377777777778","49.34","80.73","37.93","34.39","47.84","41.82","28.41","19.44","59.38","1.5","1.5","50.00","3.32","3.22","50.76","26.91","44.85","37.50","16.45","20.93","44.00","0","1.5","0.00","13.95","31.89","30.43","1.99","0","100.00","47.51","64.78","42.31","0","0","-","5.26","92.31","0.976","5.98","13.46","8.97","37.38","40.00","22.43","16.45","23.92","48.39"
"212","Scott Sabourin","S.J","R","1","10.45","10.45","17.22","80.38","17.65","11.48","63.16","15.38","5.74","40.19","12.50","0","11.48","0.00","0.27","5.68","4.57","0","45.93","0.00","0","28.71","0.00","0","11.48","0.00","0","22.97","0.00","0","0","-","24.88","49.76","33.33","0","0","-","0.00","71.43","0.714","17.22","28.71","5.74","28.71","75.00","22.97","40.19","11.48","66.67"
"746","Ethan Cardwell","S.J","R","6","62.633333333333","10.438888888889","55.56","79.51","41.13","33.53","53.65","38.46","20.12","36.4","35.59","1.92","3.83","33.33","2.07","3.45","37.48","22.99","33.53","40.68","10.54","16.29","39.29","0","1.92","0.00","16.6","22.99","41.94","0","2.55","0.00","44.28","62.27","41.56","2.77","0","100.00","9.52","89.47","0.990","8.62","11.5","7.66","47.9","52.94","14.37","16.29","17.24","45.45"
"284","Sonny Milano","WSH","L","3","21.183333333333","7.0611111111111","50.98","79.31","39.13","45.32","67.98","40.00","36.82","45.32","44.83","0","8.5","0.00","4.71","4.88","49.13","36.82","42.49","46.43","22.66","22.66","50.00","0","5.66","0.00","18.88","26.44","41.67","0","3.78","0.00","28.64","53.19","35.00","0","0","-","0.00","81.25","0.813","11.33","19.83","5.66","56.65","66.67","14.16","25.49","14.16","50.00"
