"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"743","Ryan Pulock","NYI","D","1","2.9166666666667","2.9166666666667","20.57","102.86","16.67","20.57","41.14","33.33","20.57","41.14","33.33","20.57","0","100.00","1.03","0.87","54.32","20.57","20.57","50.00","0","0","-","0","0","-","27.43","27.43","50.00","27.43","0","100.00","0","59.43","0.00","0","0","-","100.00","100.00","2.000","0","20.57","20.57","41.14","0.00","20.57","61.71","41.14","33.33"
"836","Jack Roslovic","WPG","C","1","8.4","8.4","50","92.86","35.00","42.86","71.43","37.50","35.71","64.29","35.71","0","7.14","0.00","1.46","5.1","22.30","7.14","78.57","8.33","7.14","21.43","25.00","0","7.14","0.00","0","76.19","0.00","0","0","-","51.59","20.63","71.43","0","0","-","0.00","88.89","0.889","7.14","14.29","0","78.57","100.00","28.57","21.43","0","100.00"
"839","Thomas Chabot","OTT","D","1","7.15","7.15","75.52","92.31","45.00","67.13","83.92","44.44","41.96","67.13","38.46","0","16.78","0.00","4.32","7.44","36.70","16.78","58.74","22.22","16.78","16.78","50.00","0","0","-","0","55.94","0.00","0","22.38","0.00","72.73","48.48","60.00","0","0","-","0.00","75.00","0.750","8.39","41.96","8.39","50.35","50.00","16.78","41.96","16.78","50.00"
"835","Mathew Barzal","NYI","C","2","18.466666666667","9.2333333333333","35.74","90.97","28.21","32.49","58.48","35.71","22.74","45.49","33.33","0","6.5","0.00","1.08","4.86","18.20","9.75","45.49","17.65","3.25","22.74","12.50","0","6.5","0.00","8.66","30.32","22.22","0","0","-","28.16","46.93","37.50","0","0","-","0.00","85.71","0.857","16.25","9.75","0","74.73","100.00","19.49","16.25","9.75","66.67"
"236","Trevor Smith","NSH","C","1","7.3333333333333","7.3333333333333","0","90","0.00","0","49.09","0.00","0","40.91","0.00","0","0","-","0","2.78","0.00","0","40.91","0.00","0","16.36","0.00","0","0","-","0","32.73","0.00","0","0","-","0","47.27","0.00","0","0","-","-","100.00","1.00","24.55","24.55","16.36","32.73","60.00","32.73","32.73","24.55","57.14"
"613","Nicolas Kerdiles","ANA","L","1","11.133333333333","11.133333333333","48.5","86.23","36.00","43.11","53.89","44.44","26.95","37.72","41.67","10.78","5.39","66.67","3.41","3.6","48.66","37.72","48.5","43.75","26.95","26.95","50.00","10.78","0","100.00","14.37","28.74","33.33","0","7.19","0.00","15.57","46.71","25.00","0","0","-","40.00","85.71","1.257","10.78","5.39","16.17","59.28","40.00","16.17","16.17","26.95","37.50"
"887","C.J. Smith","BUF","L","2","22.45","11.225","58.8","85.52","40.74","48.11","66.82","41.86","29.4","48.11","37.93","5.35","8.02","40.00","1.07","0.91","53.99","13.36","16.04","45.45","2.67","5.35","33.33","2.67","2.67","50.00","14.25","14.25","50.00","3.56","0","100.00","42.46","69.49","37.93","0","7.72","0.00","18.18","83.33","1.015","8.02","16.04","2.67","50.78","75.00","13.36","29.4","16.04","45.45"
"595","Bobby Farnham","MTL","R","3","24.816666666667","8.2722222222222","41.1","84.62","32.69","33.85","60.44","35.90","26.6","50.77","34.38","0","0","-","2.45","2.91","45.78","26.6","41.1","39.29","12.09","12.09","50.00","0","0","-","19.34","38.68","33.33","0","0","-","17.46","55.88","23.81","0","0","-","0.00","100.00","1.000","14.51","14.51","0","74.95","100.00","14.51","24.18","4.84","75.00"
"646","Cristoval Nieves","NYR","C","1","11.65","11.65","36.05","82.4","30.43","20.6","56.65","26.67","15.45","46.35","25.00","0","5.15","0.00","0.45","3.81","10.64","15.45","41.2","27.27","0","25.75","0.00","0","0","-","20.6","20.6","50.00","0","0","-","22.32","37.2","37.50","0","7.44","0.00","0.00","88.89","0.889","5.15","20.6","5.15","51.5","50.00","10.3","41.2","10.3","50.00"
"193","Bracken Kearns","NYI","C","2","21.966666666667","10.983333333333","27.31","81.94","25.00","27.31","54.63","33.33","21.85","40.97","34.78","0","2.73","0.00","0.86","2.54","25.23","8.19","35.51","18.75","5.46","13.66","28.57","0","2.73","0.00","3.64","29.14","11.11","0","0","-","27.62","47.34","36.84","0","0","-","0.00","93.33","0.933","8.19","16.39","5.46","54.63","60.00","13.66","21.85","13.66","50.00"
"863","Andrew Poturalski","CAR","C","2","24.166666666667","12.083333333333","42.21","81.93","34.00","32.28","67.03","32.50","17.38","44.69","28.00","0","7.45","0.00","1.29","5.24","19.73","17.38","44.69","28.00","0","29.79","0.00","0","4.97","0.00","23.17","19.86","53.85","0","3.31","0.00","35.86","50.21","41.67","0","0","-","0.00","83.33","0.833","12.41","12.41","4.97","49.66","71.43","14.9","19.86","19.86","42.86"
"507","Max McCormick","OTT","R","7","47.233333333333","6.747619047619","63.51","80.03","44.25","34.3","55.89","38.03","25.41","40.65","38.46","0","3.81","0.00","1.26","3.06","29.21","26.68","41.92","38.89","11.43","13.97","45.00","0","2.54","0.00","20.32","37.26","35.29","0","1.69","0.00","34.86","38.53","47.50","0","0","-","0.00","90.63","0.906","11.43","12.7","5.08","60.97","69.23","21.59","24.14","19.05","53.13"
"225","Jamie McBain","ARI","D","3","44.3","14.766666666667","58.24","78.56","42.57","44.7","63.66","41.25","32.51","40.63","44.44","2.71","4.06","40.00","3.2","4.55","41.29","28.44","35.21","44.68","17.61","17.61","50.00","2.71","2.71","50.00","14.45","23.48","38.10","0","1.81","0.00","35.21","52.82","40.00","0","0","-","8.33","90.00","0.983","5.42","8.13","6.77","52.82","44.44","13.54","10.84","16.25","45.45"
